product_id,image,is_thumbnail
20,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689180411/758664_FACK6_3753_001_084_0000_Light-Web.jpg,0
20,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689179680/758664_FACK6_3753_002_084_0000_Light-Web.jpg,0
20,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1686930339/758664_FACK6_3753_003_100_0000_Light-Web.jpg,0
20,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1686930340/758664_FACK6_3753_004_100_0000_Light-Web.jpg,0
20,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689180412/758664_FACK6_3753_009_084_0000_Light-Web.jpg,0
20,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689180412/758664_FACK6_3753_010_084_0000_Light-Web.jpg,0
20,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689179680/758664_FACK6_3753_012_084_0000_Light-Web.jpg,0
20,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689179681/758664_FACK6_3753_013_084_0000_Light-Web.jpg,0
20,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689179682/758664_FACK6_3753_015_084_0000_Light-Web.jpg,0
21,//media.gucci.com/style/White_South_0_160_316x316/1689180417/758664_FACK7_9768_001_084_0000_Light-Web.jpg,1
21,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1686930347/758664_FACK7_9768_003_100_0000_Light-Web.jpg,0
21,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689180417/758664_FACK7_9768_002_084_0000_Light-Web.jpg,0
21,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1686930347/758664_FACK7_9768_003_100_0000_Light-Web.jpg,0
21,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1686930348/758664_FACK7_9768_004_100_0000_Light-Web.jpg,0
21,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689180418/758664_FACK7_9768_009_084_0000_Light-Web.jpg,0
21,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689180419/758664_FACK7_9768_010_084_0000_Light-Web.jpg,0
21,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689180419/758664_FACK7_9768_012_084_0000_Light-Web.jpg,0
21,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689181234/758664_FACK7_9768_013_084_0000_Light-Web.jpg,0
21,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689181235/758664_FACK7_9768_015_084_0000_Light-Web.jpg,0
22,//media.gucci.com/style/White_South_0_160_316x316/1687365224/758686_FACHL_8844_001_100_0000_Light-GG.jpg,1
22,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1686930349/758686_FACHL_8844_003_100_0000_Light-GG.jpg,0
22,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1687365224/758686_FACHL_8844_001_100_0000_Light-GG.jpg,0
22,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1687365225/758686_FACHL_8844_002_100_0000_Light-GG.jpg,0
22,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1686930349/758686_FACHL_8844_003_100_0000_Light-GG.jpg,0
22,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1687365226/758686_FACHL_8844_007_100_0000_Light-GG.jpg,0
23,//media.gucci.com/style/White_South_0_160_316x316/1669401074/724642_9C2ST_8746_001_082_0000_Light-.jpg,1
23,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1672426841/724642_9C2ST_8746_003_100_0000_Light-.jpg,0
23,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1669401076/724642_9C2ST_8746_002_082_0000_Light-.jpg,0
23,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1672426841/724642_9C2ST_8746_003_100_0000_Light-.jpg,0
23,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1672426843/724642_9C2ST_8746_004_100_0000_Light-.jpg,0
23,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1669401078/724642_9C2ST_8746_009_082_0000_Light-.jpg,0
23,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1669401081/724642_9C2ST_8746_010_082_0000_Light-.jpg,0
23,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1669401083/724642_9C2ST_8746_012_082_0000_Light-.jpg,0
23,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1669401085/724642_9C2ST_8746_013_082_0000_Light-.jpg,0
23,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1669401087/724642_9C2ST_8746_015_082_0000_Light-.jpg,0
24,//media.gucci.com/style/White_South_0_160_316x316/1669247177/723309_9C2ST_8746_001_076_0000_Light-.jpg,1
24,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1672427706/723309_9C2ST_8746_003_100_0000_Light-.jpg,0
24,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1669247177/723309_9C2ST_8746_001_076_0000_Light-.jpg,0
24,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1669247179/723309_9C2ST_8746_002_076_0000_Light-.jpg,0
24,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1672427706/723309_9C2ST_8746_003_100_0000_Light-.jpg,0
24,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1672442201/723309_9C2ST_8746_004_100_0000_Light-.jpg,0
